146,23,11,13,5,18,1,1,49,41,17,25,5
147,50,47,47,23,27,25,4,40,29,13,37,3
148,11,41,40,30,16,47,33,29,23,26,32,13
149,40,6,2,24,5,7,37,11,27,3,39,11
150,20,28,14,40,40,2,21,8,21,46,45,36
151,12,10,5,22,13,23,25,35,19,5,28,9
152,34,40,29,26,47,48,50,23,4,47,3,4
153,31,40,10,37,23,34,47,1,30,12,6,6
154,40,4,13,45,14,45,20,50,32,4,1,15
155,29,40,45,37,26,27,38,19,12,14,42,49
156,50,35,13,6,27,46,44,28,13,50,15,42
157,27,27,18,35,37,41,24,15,25,12,46,40
158,9,23,35,16,11,20,16,40,5,39,12,16
159,50,13,26,48,12,1,28,7,46,46,21,27
160,40,5,14,26,24,44,22,18,37,22,23,22
161,38,45,11,10,34,2,15,38,14,48,26,28
162,28,35,12,26,26,14,1,29,50,18,50,39
163,18,22,18,15,2,5,11,28,24,34,15,10
164,44,5,27,7,30,4,46,43,34,6,30,19
165,14,6,34,30,14,18,39,19,5,28,26,38
166,18,14,13,28,7,48,16,15,27,19,15,15
167,15,34,16,48,47,34,37,14,11,40,40,25
168,1,28,44,26,32,23,1,22,19,22,13,38
169,23,31,2,16,47,8,37,30,7,6,2,25
170,4,35,25,9,34,31,46,25,41,22,48,45
171,49,8,16,3,18,7,43,18,7,2,18,32
172,23,45,4,38,11,23,12,2,37,4,30,12
173,17,6,46,8,41,50,21,41,36,48,50,5
174,50,21,37,14,43,36,34,43,22,41,2,18
175,31,12,10,41,50,44,9,39,45,2,7,47
176,32,8,17,18,40,19,35,21,5,27,45,33
177,7,23,10,41,22,44,30,40,1,32,24,44
178,43,42,17,25,10,8,46,22,43,26,41,35
179,38,18,12,41,12,19,46,44,15,10,48,29
180,28,37,48,3,33,12,18,29,2,32,38,31
181,22,18,14,29,36,21,35,14,24,35,4,37
182,20,36,45,33,35,14,16,48,28,43,28,8
183,22,39,7,34,36,42,42,20,27,2,33,13
184,36,5,21,32,2,25,37,28,35,18,6,22
185,19,23,20,21,45,21,5,9,44,33,39,25
186,31,2,34,34,35,49,48,3,22,12,38,2
187,30,32,22,32,50,20,30,46,37,13,46,5
188,31,12,50,48,43,50,40,47,35,13,45,20
189,37,32,4,33,16,39,37,36,7,9,38,30
190,42,25,34,49,44,21,35,33,46,38,4,13
191,34,34,3,42,7,33,3,12,2,48,3,34
192,31,15,46,3,47,16,21,32,48,6,36,49
193,16,36,44,16,10,38,3,34,19,14,15,44
194,17,37,41,29,31,30,36,8,14,35,27,13
195,31,41,8,43,34,46,15,13,9,4,38,34
196,40,4,18,30,10,40,30,13,4,35,15,6
197,6,38,16,4,36,1,3,21,18,39,9,6
198,34,35,25,36,43,34,35,2,31,29,4,13
199,7,7,18,10,3,33,41,49,8,44,16,17
200,27,26,44,36,7,15,29,6,17,16,39,3
201,33,36,11,42,16,33,3,42,7,39,4,18
202,34,21,48,23,21,5,28,17,6,6,40,40
203,20,47,9,18,34,8,39,4,25,12,23,3
204,2,42,9,23,24,34,4,27,26,27,21,8
205,44,28,27,49,31,45,41,33,23,38,8,9
206,4,17,33,46,19,19,23,10,20,15,29,41
207,21,26,28,22,42,38,29,11,4,3,45,43
208,14,8,30,13,11,8,7,16,6,13,11,27
209,42,32,12,13,31,44,23,23,11,12,36,13
210,49,44,27,31,19,44,24,2,12,21,21,38
211,45,17,1,13,4,4,7,1,21,44,16,30
212,23,34,24,12,46,29,44,34,12,20,11,30
213,48,44,6,38,37,19,28,30,43,7,6,47
214,5,41,15,26,18,45,21,31,2,48,29,17
215,31,31,22,25,45,40,41,38,50,38,11,36
216,36,37,24,47,35,48,15,47,37,18,27,33
217,23,10,49,41,48,3,32,1,31,36,39,39
218,34,11,38,39,45,8,42,27,34,1,35,23
219,4,15,13,30,21,8,50,23,3,43,23,5
220,6,6,25,30,25,13,34,38,19,44,35,4
221,22,40,15,34,49,50,13,50,27,34,38,14
222,33,48,50,36,13,35,28,11,46,12,44,6
223,6,45,40,22,4,33,4,39,31,32,2,5
224,13,14,13,3,40,4,3,26,4,32,8,27
225,35,47,4,23,17,13,15,43,29,42,44,15
226,1,27,27,11,14,31,17,24,9,18,26,40
227,44,38,10,12,29,13,22,27,43,40,9,49
228,1,20,14,30,40,31,38,5,15,13,44,28
229,32,4,29,14,43,45,25,22,22,18,5,29
230,4,30,7,3,48,26,31,37,14,50,50,36
231,5,33,24,39,23,49,15,1,36,49,16,8
232,14,49,2,22,16,43,18,45,26,34,19,15
233,40,35,4,4,11,50,38,49,18,10,28,2
234,13,2,20,32,37,8,41,36,34,26,8,45
235,34,12,26,19,46,43,50,34,33,50,41,49
236,34,26,36,27,12,16,16,43,9,7,6,13
237,1,39,18,12,6,38,34,40,31,41,15,21
238,27,49,39,39,13,49,20,16,42,23,48,35
239,23,18,43,48,28,11,16,38,42,46,37,20
240,21,9,37,41,1,8,39,41,48,12,36,19
241,34,12,10,14,7,7,35,2,4,20,35,10
242,37,38,34,4,33,18,46,31,30,26,10,4
243,12,6,50,48,37,19,45,21,38,30,41,39
244,10,39,1,24,25,28,21,12,3,21,39,12
245,48,38,36,24,7,6,28,28,30,21,7,30
246,17,9,18,35,33,15,14,6,44,1,20,19
247,45,10,27,20,5,11,31,47,22,24,1,40
248,27,42,48,15,42,25,45,1,4,35,36,3
249,40,29,19,32,45,33,43,17,48,21,32,4
250,43,48,48,24,22,3,5,13,2,43,35,45
251,10,13,29,44,46,30,8,41,42,48,30,29
252,36,5,45,16,35,45,11,26,28,27,47,11
253,43,20,28,9,27,17,22,35,33,31,42,30
254,32,4,41,45,38,16,39,39,26,2,8,39
255,36,14,13,12,5,34,39,47,49,16,4,21
256,21,23,16,1,13,34,28,8,50,39,31,23
257,18,23,17,17,12,13,27,19,5,44,30,42
258,12,9,1,15,43,30,19,21,3,6,50,2
259,40,28,16,49,46,2,19,14,23,46,3,32
260,9,45,32,50,23,35,4,12,10,49,1,50
261,2,8,7,2,4,10,41,22,29,49,30,9
262,38,39,48,39,38,38,19,33,15,36,16,4
263,13,29,13,14,2,8,44,24,20,13,7,9
264,27,37,45,30,8,48,28,40,37,44,6,23
265,8,38,30,4,6,16,36,5,47,47,19,47
266,9,3,17,7,18,43,36,43,2,3,11,13
267,22,24,18,29,3,31,18,15,33,45,50,1
268,25,26,44,47,35,17,27,35,50,28,40,47
269,19,15,35,50,15,2,43,1,49,33,10,48
270,3,11,28,35,24,34,43,4,39,7,12,36
271,31,45,18,28,10,25,5,35,44,42,47,16
272,12,36,30,30,8,1,44,23,25,21,47,9
273,21,18,11,18,16,1,27,36,5,34,13,24
274,32,10,43,6,14,34,48,48,36,50,12,32
275,46,41,31,46,1,44,41,11,44,13,42,22
276,3,31,49,17,48,9,26,8,33,7,43,19
277,20,25,33,40,47,7,15,1,20,45,15,10
278,50,27,21,43,19,7,37,14,4,5,21,18
279,48,46,4,9,35,17,42,35,42,28,23,2
280,16,23,28,21,15,13,48,13,17,3,4,39
281,12,28,31,33,12,25,47,10,46,30,8,9
282,20,2,38,21,17,48,43,5,25,18,28,1
283,49,49,26,40,40,27,17,37,5,37,40,30
284,20,34,34,45,24,21,48,7,3,24,4,22
285,27,49,8,41,25,13,19,26,2,38,29,28
286,18,43,6,6,13,46,31,48,18,29,15,24
287,40,14,3,44,33,24,17,33,6,40,4,10
288,23,24,10,8,23,41,26,16,26,45,46,34
289,34,11,5,38,32,36,41,44,10,20,23,16
290,24,36,16,8,48,50,46,37,37,46,3,1
291,28,5,45,2,17,44,10,7,24,26,34,9
292,14,26,16,42,9,14,40,20,1,25,28,19
293,8,5,48,26,36,8,19,21,32,10,34,29
294,27,21,37,11,30,22,6,4,3,39,14,39
295,28,3,37,40,19,44,30,34,24,40,12,23
296,2,19,28,19,5,44,47,10,38,37,32,40
297,42,24,10,4,6,45,7,9,43,47,49,33
298,44,29,42,4,31,13,32,50,5,16,47,28
299,39,43,38,28,26,7,13,49,19,17,37,49
300,15,21,41,24,39,33,18,19,9,25,11,30
301,21,25,1,3,30,40,1,35,42,26,46,4
302,46,2,4,17,20,1,34,48,49,8,35,44
303,47,41,7,11,23,2,11,41,29,34,5,21
304,47,29,41,32,44,21,44,50,2,40,20,50
305,41,36,23,17,26,47,44,22,14,7,39,39
306,30,23,9,19,5,16,41,32,45,27,31,35
307,40,29,19,7,21,50,30,27,4,11,4,38
308,6,24,8,23,35,38,39,33,36,18,39,27
309,38,28,37,11,10,7,49,47,27,48,11,50
310,14,49,45,13,39,24,19,26,29,10,23,9
311,11,26,48,20,33,1,45,16,25,7,24,43
312,3,4,31,19,46,18,44,26,48,1,36,2
313,25,35,37,46,44,48,37,20,15,44,38,13
314,43,31,16,39,7,30,18,6,49,50,11,17
315,7,10,18,24,49,35,18,25,48,37,8,40
316,50,49,35,50,39,49,3,29,18,15,49,39
317,31,6,47,1,24,39,47,43,9,11,49,16
318,13,6,44,30,3,41,17,9,18,42,24,14
319,38,49,15,35,23,27,28,40,40,28,14,36
320,13,19,12,46,43,26,19,4,48,1,24,46
321,33,47,7,7,23,9,9,31,40,41,23,9
322,5,36,37,44,37,8,31,37,46,28,30,6
323,23,39,44,22,34,44,13,19,48,31,47,32
324,30,49,39,13,17,1,28,23,25,11,50,11
325,45,19,43,20,50,8,8,41,8,27,7,44
326,43,48,7,47,18,18,33,45,29,46,37,22
327,42,37,26,24,35,32,29,2,47,48,14,46
328,28,21,7,20,28,23,27,28,11,24,44,42
329,48,43,10,12,16,18,19,45,26,46,1,36
330,12,1,36,47,29,2,19,30,1,3,35,33
331,50,47,28,40,19,24,34,42,50,18,50,11
332,33,18,33,50,46,21,17,6,21,5,32,7
333,17,5,8,49,46,28,20,49,36,25,44,43
334,9,37,44,7,19,29,40,12,8,15,25,30
335,26,31,6,22,18,40,45,30,39,48,41,17
336,23,12,45,45,2,1,25,38,48,38,50,24
337,13,37,36,17,27,23,43,14,35,42,19,5
338,31,48,42,15,43,44,49,4,22,40,2,35
339,41,33,5,7,11,5,14,27,20,5,12,39
340,29,1,33,42,7,12,14,6,44,2,6,21
341,37,15,19,10,15,18,2,45,10,17,25,21
342,27,11,42,43,49,37,35,30,5,31,29,42
343,7,39,22,28,12,22,35,18,44,27,40,46
344,47,21,17,18,22,2,18,49,32,20,8,18
345,14,2,23,43,36,27,9,13,44,28,39,16
346,32,9,31,25,15,25,43,16,25,6,47,46
347,46,1,1,9,50,2,6,6,20,2,8,18
348,3,31,27,12,23,20,46,1,6,25,24,29
349,3,21,19,30,35,46,36,23,19,1,18,15
350,15,45,25,27,23,48,10,37,13,49,50,44
351,2,17,35,23,5,2,14,17,13,28,1,36
352,46,32,40,41,10,15,4,34,15,22,7,32
353,12,23,31,27,13,50,42,1,37,49,16,37
354,12,3,5,32,37,50,39,46,19,50,34,17
355,2,38,40,21,7,33,27,47,16,11,4,10
356,3,4,22,30,7,49,48,30,17,10,15,2
357,20,35,14,47,36,27,26,37,32,50,46,47
358,13,9,22,45,17,30,50,6,13,1,34,6
359,50,8,25,28,38,33,26,49,2,4,5,12
360,30,49,25,30,2,14,42,6,10,24,18,33
361,47,2,32,14,17,10,22,13,4,17,39,16
362,31,46,34,19,39,2,29,13,2,10,46,38
363,19,9,7,22,40,15,32,24,29,17,50,50
364,46,32,36,41,14,24,41,21,34,12,40,10
365,9,5,13,50,9,5,31,1,24,16,33,41
366,31,45,42,37,14,16,7,47,25,4,18,14
367,16,12,12,11,1,4,32,26,24,43,48,37
368,9,4,36,42,11,18,42,49,33,47,16,26
369,43,1,31,22,48,22,47,31,14,47,4,29
370,20,4,39,9,29,42,26,34,26,20,10,41
371,21,41,7,38,15,1,34,22,25,26,34,48
372,14,39,29,45,23,46,24,7,1,25,14,2
373,24,28,33,4,19,31,10,33,50,16,28,50
374,1,18,11,43,16,23,43,11,18,22,26,41
375,43,11,37,21,37,45,36,4,19,2,38,31
376,39,6,5,3,22,41,32,26,9,2,7,16
377,38,39,14,31,46,4,43,45,36,13,13,16
378,31,31,43,46,29,45,32,43,15,32,37,31
379,38,28,41,31,32,17,44,39,19,23,20,24
380,38,38,23,6,9,15,22,31,18,34,47,27
381,32,16,14,10,14,13,47,34,37,14,21,43
382,46,35,31,26,26,18,15,4,22,8,11,9
383,11,49,23,38,25,39,21,26,16,46,16,10
384,1,50,10,11,17,13,29,9,44,29,27,21
385,29,44,17,19,47,23,7,11,42,25,25,28
386,43,27,34,38,10,11,5,50,43,3,38,42
387,11,17,22,38,8,6,39,16,16,23,13,32
388,15,8,4,24,17,6,2,41,34,21,7,10
389,45,45,28,7,38,17,23,23,15,6,41,43
390,20,19,28,13,7,40,45,46,2,37,13,12
391,15,39,32,5,48,20,24,39,42,8,19,13
392,23,11,33,9,14,7,41,31,39,46,41,46
393,31,34,26,40,5,42,35,48,5,43,18,43
394,5,36,26,42,17,13,1,31,27,9,31,23
395,36,44,29,49,41,19,33,44,49,23,5,19
396,25,18,45,29,36,48,1,41,41,33,20,3
397,30,31,26,8,44,9,35,41,26,30,15,10
398,1,34,31,39,17,14,28,35,11,41,47,27
399,33,15,12,29,33,10,3,13,24,38,9,3
400,40,35,9,49,15,19,24,21,6,42,38,33
401,31,23,10,48,20,25,46,31,31,4,42,16
402,21,12,40,18,33,50,20,2,7,9,49,35
403,20,18,31,5,10,39,48,21,2,49,8,47
404,33,30,35,6,45,5,18,2,49,13,19,36
405,3,17,21,42,34,46,2,11,15,14,18,38
406,39,38,30,22,29,17,36,34,43,15,11,34
407,7,47,7,5,38,45,45,8,31,27,6,35
408,26,30,4,33,23,47,6,33,1,12,27,38
409,7,10,39,44,32,39,50,32,36,47,35,40
410,24,22,6,7,30,28,39,39,14,11,8,27
411,35,39,14,36,30,17,18,21,4,20,29,18
412,22,1,49,24,1,34,19,33,11,2,34,9
413,32,44,23,49,5,3,26,24,32,11,32,38
414,25,6,8,22,49,50,10,35,45,49,19,30
415,26,49,49,4,17,45,16,11,23,42,50,48
416,15,22,40,34,13,32,23,33,8,35,25,14
417,23,11,32,46,7,25,33,29,21,17,21,34
418,12,18,4,9,29,5,21,6,26,6,50,28
419,37,50,10,28,7,19,5,34,2,50,32,2
420,4,7,47,15,24,24,40,10,49,31,10,11
421,30,38,17,27,4,48,13,4,2,47,11,27
422,42,24,9,32,39,9,23,3,8,36,44,36
423,15,49,2,9,31,32,30,43,1,50,16,15
424,9,14,2,9,36,11,50,34,1,24,42,11
425,6,26,38,43,50,18,3,25,30,22,44,30
426,34,35,34,30,24,46,41,19,33,24,49,23
427,44,19,48,27,38,30,14,34,43,6,2,24
428,7,34,31,27,41,36,36,44,33,24,9,40
429,14,7,17,44,7,41,7,35,43,9,37,42
430,36,18,27,3,8,5,50,35,23,2,40,21
431,14,29,49,34,11,31,32,32,35,19,22,31
432,18,4,45,10,1,29,38,5,2,8,47,3
433,12,41,30,18,23,45,11,24,37,2,41,45
434,46,4,47,9,27,2,30,44,5,13,4,45
435,50,49,12,48,13,6,6,13,13,15,28,32
436,21,6,1,27,6,15,33,2,15,49,3,13
437,17,49,20,23,36,34,15,40,4,17,12,5
438,46,19,29,47,26,7,42,8,40,4,7,16
439,23,45,7,21,28,11,5,32,45,23,44,32
440,40,47,21,6,16,19,33,36,38,38,12,25
441,19,45,27,49,9,8,10,49,49,33,25,10
442,19,23,45,17,40,41,24,5,1,39,47,33
443,44,46,50,29,46,18,14,5,18,24,9,18
444,33,38,42,22,31,21,7,50,25,15,50,26
445,48,11,38,46,48,30,10,39,27,41,20,3
446,20,23,1,9,1,27,42,24,44,34,33,2
447,41,36,20,13,6,6,1,4,38,21,6,39
448,31,18,38,48,44,32,46,38,27,46,31,9
449,13,5,39,3,39,39,45,22,5,17,42,3
450,41,10,48,45,49,9,4,50,8,21,42,47
451,8,7,12,1,20,15,21,50,28,46,40,2
452,19,17,44,46,44,3,22,18,26,5,35,20
453,21,5,12,43,32,44,7,44,31,24,5,22
454,48,23,34,33,17,13,2,41,19,5,1,38
455,22,46,18,3,24,3,4,6,47,9,16,47
456,10,8,15,10,20,50,32,20,16,28,29,9
457,46,39,27,48,46,5,29,3,3,41,17,38
458,25,46,29,20,41,42,34,45,49,42,32,26
459,11,27,33,13,16,36,42,38,35,39,42,10
460,36,43,1,31,6,46,16,28,7,25,31,21
461,16,28,34,7,47,18,35,16,17,8,25,32
462,48,13,49,29,25,27,18,9,33,34,30,4
463,1,10,23,31,13,24,12,13,39,7,14,10
464,2,4,4,13,5,28,15,17,14,15,3,20
465,4,29,7,11,36,26,11,16,33,49,25,5
466,47,33,17,28,42,24,20,38,13,16,6,15
467,13,9,46,48,39,3,3,33,24,35,30,48
468,49,35,10,45,14,12,20,8,6,13,31,33
469,5,20,37,9,13,11,48,17,33,39,26,26
470,2,25,35,7,6,45,6,50,44,21,12,21
471,3,19,4,13,11,50,34,34,9,7,35,3
472,6,27,16,39,5,16,37,33,27,29,21,30
473,29,16,42,23,13,7,11,14,28,11,40,5
474,13,1,42,44,4,16,15,48,27,30,43,46
475,4,48,40,37,19,29,49,10,6,47,42,39
476,8,11,28,16,30,12,36,48,16,38,28,12
477,1,5,15,22,4,34,19,36,23,26,34,11
478,24,8,17,30,24,4,18,7,34,16,38,17
479,28,44,1,33,10,19,41,39,31,39,3,10
480,28,44,42,49,36,8,31,2,5,28,2,48
481,50,47,18,22,35,33,25,48,28,13,43,11
482,28,35,4,32,47,11,27,25,4,23,28,6
483,45,39,16,11,15,19,36,14,27,2,4,10
484,7,32,18,1,19,48,8,45,35,1,46,5
485,6,4,48,29,15,48,26,23,8,22,7,36
486,34,13,38,3,4,27,11,3,43,9,33,44
487,13,23,48,28,37,19,5,31,24,12,21,47
488,28,46,17,8,37,15,32,13,4,6,24,49
489,17,17,33,17,21,16,43,39,6,37,35,34
490,45,44,25,42,31,32,43,25,19,18,1,35
491,48,13,12,27,19,16,45,43,22,13,38,15
492,11,28,33,22,44,14,31,28,35,48,50,38
493,42,22,23,16,26,11,48,2,29,22,33,48
494,46,21,37,28,4,44,7,21,2,5,39,18
495,45,11,29,16,2,6,35,46,37,44,42,19
496,23,5,24,12,17,30,28,17,15,43,41,46
497,20,27,18,16,42,50,8,8,2,40,20,5
498,26,25,36,35,43,4,20,18,17,24,33,27
499,40,24,28,46,29,21,41,43,49,40,9,21
500,8,41,27,20,44,50,18,21,37,25,8,34
501,5,18,39,48,17,39,15,33,19,50,24,19
502,2,31,17,23,16,4,7,42,2,15,31,27
503,20,17,35,39,17,31,32,20,8,7,46,24
504,7,8,3,39,18,46,33,41,21,35,17,17
505,23,1,20,37,37,2,21,40,46,48,23,36
506,12,40,4,44,29,50,27,21,36,15,2,23
507,48,26,32,34,15,12,49,5,39,18,38,26
508,40,27,30,31,35,45,30,15,6,10,13,19
509,6,27,3,43,2,7,18,14,33,2,35,39
510,8,25,33,21,41,1,30,29,4,27,42,31
511,20,37,27,1,8,21,8,27,44,18,1,44
512,13,38,35,47,6,14,13,45,11,2,40,20
513,11,45,3,31,35,19,20,37,31,24,23,22
514,12,12,29,7,38,35,39,38,45,3,10,1
515,48,45,46,47,17,22,36,24,9,43,19,20
516,31,15,7,14,49,2,27,5,25,32,36,49
517,28,7,32,30,27,47,30,28,3,35,8,38
518,34,8,43,27,45,48,2,38,19,40,49,31
519,10,6,10,2,14,22,5,42,20,6,22,46
520,46,36,2,15,44,29,22,18,40,41,28,46
521,40,47,47,6,23,30,46,49,10,22,33,30
522,48,24,30,10,24,14,9,31,24,16,24,40
523,40,43,48,18,50,41,50,13,43,3,48,5
524,38,35,31,45,38,32,5,8,45,17,36,22
525,38,16,6,46,38,17,34,48,20,12,23,28
526,29,7,2,20,21,40,44,45,28,41,10,37
527,6,5,38,35,9,49,26,9,19,12,8,17
528,1,41,40,47,14,36,17,17,32,18,24,35
529,25,35,18,20,16,44,50,27,39,1,24,3
530,27,10,9,1,37,50,46,36,20,42,31,46
531,35,23,34,6,19,13,19,26,32,49,4,27
532,8,16,22,27,13,16,43,3,15,1,32,45
533,39,19,30,38,14,34,4,28,33,49,29,41
534,4,16,2,45,37,29,39,18,6,31,14,44
535,33,11,25,42,15,42,12,7,42,25,8,13
536,37,44,14,29,40,29,26,47,30,21,7,34
537,6,43,18,49,9,29,3,43,11,31,21,16
538,23,41,40,42,43,1,29,11,9,19,4,30
